침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,0,,0,네일 그리고,네일아트업,5,,,,,204977.175329834,420627.234160383,2026-05-15 03:03:03,U,01,영업,,2026-05-14 11:34:00,2017-08-18,31.25,443-270,경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역 상가동 368호,N,,5610000-213-2017-00005,3740000,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 상가동 3층 368호 (이의동)",16508,01,영업/정상,종합미용업,,0,0,0,0
0,2,임대,0,오늘도 Nail,네일아트업,1,2026-05-14,,,,167224.698380353,441947.920477521,2026-05-15 03:03:03,U,02,폐업,0,2026-05-14 14:25:38,2016-05-18,33.00,401-030,인천광역시 동구 화평동 338,N,0,3500000-215-2016-00002,3500000,"인천광역시 동구 화도진로 87-3, 1층 (화평동)",22519,03,폐업,네일미용업,032-765-5777,1,0,1,0
,4,,,다소다,일반미용업,4,2026-05-14,,,,262187.495590655,485307.378019178,2026-05-15 03:03:03,U,02,폐업,,2026-05-14 10:12:29,2004-07-02,30.00,,강원특별자치도 춘천시 삼천동 32-11,N,,4181000-204-2004-00040,4181000,"강원특별자치도 춘천시 장고개길 6-20, 1층 우측호 (삼천동)",24428,03,폐업,미용업,033-242-3663,,,1,
0,0,,0,만원염색,일반미용업,3,2026-05-14,,,,189573.582,439941.1655,2026-05-15 03:03:03,U,02,폐업,0,2026-05-14 11:18:23,2019-09-16,34.65,423-850,경기도 광명시 하안동 110-5 하안주공12단지 상가 2층 203호,N,0,3900000-211-2019-00026,3900000,"경기도 광명시 하안로288번길 12, 하안주공12단지상가 2층 203호 (하안동)",14306,03,폐업,일반미용업,,,,,
7,4,,0,미스킨케어,피부미용업,7,2026-05-14,,,,195707.06991822,424313.709349517,2026-05-15 03:03:03,U,02,폐업,,2026-05-14 13:35:50,2014-07-24,179.13,437-814,경기도 의왕시 삼동 199-8 3층,N,,4030000-212-2014-00006,4030000,"경기도 의왕시 부곡중앙로 32-2, 3층 (삼동)",16090,03,폐업,피부미용업,,3,,3,
1,1,,0,소중한네일,네일아트업,5,,,,,181012.938126298,483969.005383175,2026-05-15 03:03:03,U,01,영업,0,2026-05-14 09:51:47,2021-04-23,6.60,413-904,경기도 파주시 문산읍 문산리 6-28 순금당안경원,N,0,4060000-223-2021-00001,4060000,"경기도 파주시 문산읍 문향로67번길 2, 2층 일부",10821,01,영업/정상,"일반미용업, 피부미용업, 네일미용업",,,,,
0,0,,0,애스민뷰티,메이크업업,0,,,,,,,2026-05-15 03:03:03,U,01,영업,,2026-05-14 16:05:26,2024-02-19,33.25,430-010,경기도 안양시 만안구 안양동 1391,N,,3840000-213-2024-00002,3830000,"경기도 안양시 만안구 태평로52번길 21, 3층 321호 일부호 (안양동)",14037,01,영업/정상,종합미용업,,0,0,0,0
0,0,,0,까사벨르(풍무점),네일아트업,7,2026-05-14,,,,175533.126928566,456437.773530883,2026-05-15 03:03:03,U,02,폐업,0,2026-05-14 10:48:02,2021-07-08,36.40,415-808,경기도 김포시 풍무동 38-1 2층일부호,N,0,4090000-215-2021-00019,4090000,"경기도 김포시 풍무로 167, 홈플러스풍무점 2층 일부호 (풍무동)",10117,03,폐업,네일미용업,031-989-8094,,,,
3,0,임대,0,디온뷰티(DION BEAUTY),피부미용업,,2026-05-14,,,,190313.450586287,443776.014786112,2026-05-15 03:03:03,U,02,폐업,0,2026-05-14 14:33:45,2022-11-18,23.28,152-841,서울특별시 구로구 구로동 97-1 로얄프라자,N,0,3160000-212-2022-00030,3160000,"서울특별시 구로구 가마산로 278, 101호 일부호 (구로동, 로얄프라자)",08302,03,폐업,피부미용업,,,0,0,0
0,10,임대,0,엘로이즈 삼산점,일반미용업,10,,,,,176238.624820895,445107.924835985,2026-05-15 03:03:03,U,01,영업,,2026-05-14 13:34:52,2007-06-28,33.74,403-866,인천광역시 부평구 삼산동 465-1 대덕리치아노 1층 117호,N,,3540000-211-2007-00009,3540000,"인천광역시 부평구 길주로 623, 대덕리치아노 1층 117호 (삼산동)",21344,01,영업/정상,일반미용업,,1,0,1,0
2,0,,0,피부본연 잠실점,피부미용업,2,2026-05-14,,,,207553.918225133,445383.338011122,2026-05-15 03:03:03,U,02,폐업,0,2026-05-14 14:15:34,2022-11-04,21.50,138-915,서울특별시 송파구 잠실동 35-2 트리지움,N,0,3230000-213-2022-00055,3230000,"서울특별시 송파구 석촌호수로 61, 트리지움 지하 1층 145호 (잠실동)",05555,03,폐업,종합미용업,,,,,
0,0,,0,마제스티 롯데평촌점,일반미용업,12,,,,,195544.974046367,432016.783362963,2026-05-15 03:03:03,U,01,영업,,2026-05-14 10:22:08,2021-02-18,.00,431-812,"경기도 안양시 동안구 호계동 1039 G.SQURE, 롯데백화점 평촌점",N,,3850000-211-2021-00003,3830000,"경기도 안양시 동안구 시민대로 180, G.SQURE, 롯데백화점 평촌점 4층 일부호 (호계동)",14073,01,영업/정상,일반미용업,031-8086-9468,0,0,0,0
