사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
이숍글로벌,종합몰,2026-05-14,208153.74,479703.91,2026-05-16 03:03:03,U,03,폐업처리,2026-05-15 10:17:27,,2025-05-12,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,2025559029130201456,인터넷,5590000,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ *층 ***-B***호 (옥정동)",11473,,03,폐업,,,
(주)오시오에프앤비,건강/식품,2026-05-15,190191.638257086,448896.727242794,2026-05-16 03:03:03,U,05,타시군구이관,2026-05-15 11:16:42,,2025-07-16,,서울특별시 영등포구 양평동*가 *** 동양아파트,2025318025430201662,인터넷,3180000,"서울특별시 영등포구 양평로**가길 **, 동양아파트 *층 ***호 (양평동*가)",07201,,05,제외/삭제/전출,,,
고랭지식품,건강/식품,,209078.788375562,444549.227872839,2026-05-16 03:03:03,U,01,정상영업,2026-05-15 16:43:57,,2020-03-19,,서울특별시 송파구 석촌동 ***번지 *호 지선빌딩,2020323026130200955,인터넷,3230000,"서울특별시 송파구 가락로**길 **, ***호 (석촌동)",05683,,01,영업/정상,,,
스페이스코보,종합몰,,175866.649149471,429786.130035501,2026-05-16 03:03:03,U,01,정상영업,2026-05-15 14:32:22,,2024-06-25,,경기도 시흥시 배곧동 ***-* 새롬프라자,2024401031730201652,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",4010000,"경기도 시흥시 서울대학로***번길 **-*, 새롬프라자 *층 ***-k**호 (배곧동)",15011,,01,영업/정상,,,
위클리프,종합몰,2026-05-15,204596.386898687,444623.044946341,2026-05-16 03:03:03,U,03,폐업처리,2026-05-15 13:35:02,,2025-05-28,,서울특별시 강남구 대치동 ***-**,2025322024930202927,인터넷,3220000,"서울특별시 강남구 선릉로**길 **, *층 A***호 (대치동)",06197,,03,폐업,,,
투겟로컬 주식회사,종합몰,2026-05-15,192344.937425127,450432.223943357,2026-05-16 03:03:03,U,05,타시군구이관,2026-05-15 11:50:18,,2024-09-04,,서울특별시 마포구 서교동 ***-** 아트림,2024313025530202940,인터넷,3130000,"서울특별시 마포구 동교로**길 **, 아트림 *층 (서교동)",04003,,05,제외/삭제/전출,,,
행복가득만물상2,종합몰,2026-05-15,218737.593076975,459198.00118486,2026-05-16 03:03:03,U,03,폐업처리,2026-05-15 10:02:44,,2025-07-26,,경기도 남양주시 금곡동 ***-** 금곡종합상가,2025399033030200506,인터넷,3990000,"경기도 남양주시 경춘로 ****, 금곡종합상가 ***호 C*** (금곡동)",12237,,03,폐업,,,
축복이발관,의류/패션/잡화/뷰티,2026-05-13,201587.468296566,452146.484759905,2026-05-16 03:03:03,U,03,폐업처리,2026-05-15 07:27:09,,2024-03-21,,서울특별시 종로구 숭인동 ***-**,2024300024530200476,인터넷,3000000,"서울특별시 종로구 난계로**길 **, ***호 (숭인동)",03117,,03,폐업,,,
세계물류,기타,,227570.520887137,428161.326270189,2026-05-16 03:03:03,U,01,정상영업,2026-05-15 17:46:33,,2020-12-21,,경기도 광주시 곤지암읍 삼리 ***-* *창고,2023554032230200046,인터넷,5540000,"경기도 광주시 곤지암읍 독고개길 **-**, *창고",12806,,01,영업/정상,,,
주식회사 대한장애인일자리센터,종합몰,2026-05-15,190845.231594802,442639.420821243,2026-05-16 03:03:03,U,05,타시군구이관,2026-05-15 09:38:19,,2023-05-30,,서울특별시 구로구 구로동 ***-** 대륭포스트타워*차,2023316015930201637,인터넷,3160000,"서울특별시 구로구 디지털로 ***, 대륭포스트타워*차 ***호 (구로동)",08378,,05,제외/삭제/전출,,,02-6052-8899
