번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,
4,제과점영업,07_22_18_P,4060000,4060000-121-2026-00013,2026-03-27,,01,영업/정상,01,영업,,,,,,13.70,413-811,경기도 파주시 월롱면 덕은리 1239,"경기도 파주시 월롱면 엘지로 245, GATE A정면건물 1층 일부 소매점 부분",10845,보정당앞산2,2026-03-27 09:59:58,I,2026-03-29 00:20:01,제과점영업,179032.627208376,478868.080217206,제과점영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,13.7,,,,
5,제과점영업,07_22_18_P,3050000,3050000-121-2026-00005,2026-03-27,,01,영업/정상,01,영업,,,,,,45.00,130-870,서울특별시 동대문구 청량리동 766,"서울특별시 동대문구 왕산로 183, 101호 (청량리동)",02573,꿈빵,2026-03-27 11:15:46,I,2026-03-29 00:20:01,제과점영업,203778.875777015,453071.86687043,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,45,,,,
9,제과점영업,07_22_18_P,3820000,3820000-121-2026-00010,2026-03-27,,01,영업/정상,01,영업,,,,,,227.63,480-865,경기도 의정부시 금오동 473-2 삼성프라자 103호,"경기도 의정부시 청사로 41, 삼성프라자 지상1,2층 103호 (금오동)",11757,뚜레쥬르(금오점),2026-03-27 10:32:51,I,2026-03-29 00:20:01,제과점영업,206073.289192316,472165.07683509,제과점영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,Y,227.63,,,,
16,제과점영업,07_22_18_P,4181000,4181000-121-2026-00007,2026-03-27,,01,영업/정상,01,영업,,,,,,63.00,,강원특별자치도 춘천시 석사동 186-36,"강원특별자치도 춘천시 스무숲2길 6, 지하1층 우측호 (석사동)",24417,제이원,2026-03-27 15:25:12,I,2026-03-29 00:20:01,제과점영업,265867.667983585,483179.844453666,제과점영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,63,,,,
18,제과점영업,07_22_18_P,3130000,3130000-121-2026-00022,2026-03-27,,01,영업/정상,01,영업,,,,,,62.40,121-820,서울특별시 마포구 망원동 376-15 워너비코스메틱 빌딩,"서울특별시 마포구 월드컵로15길 27, 워너비코스메틱 빌딩 1층 우측호 (망원동)",04012,오무스(O.mousse),2026-03-27 16:10:30,I,2026-03-29 00:20:01,제과점영업,191852.132317308,450386.335148806,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,62.4,,,,
19,제과점영업,07_22_18_P,3150000,3150000-121-2026-00009,2026-03-27,,01,영업/정상,01,영업,,,,,,32.27,157-872,서울특별시 강서구 화곡동 105-373,"서울특별시 강서구 까치산로2길 4, 1층 (화곡동)",07728,포미 브레드,2026-03-27 14:28:05,I,2026-03-29 00:20:01,제과점영업,185981.961942749,448753.979728619,제과점영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,32.27,,,,
20,제과점영업,07_22_18_P,3070000,3070000-121-2026-00006,2026-03-27,,01,영업/정상,01,영업,,,,,,12.00,136-044,서울특별시 성북구 삼선동4가 9-5,"서울특별시 성북구 삼선교로11길 34, 1층 (삼선동4가)",02861,아일 베이커리,2026-03-27 18:06:27,I,2026-03-29 00:20:01,제과점영업,200860.92421951,454084.104402144,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,12,,,,
26,제과점영업,07_22_18_P,3820000,3820000-121-2008-00010,2008-05-15,,01,영업/정상,01,영업,,,,,,26.69,480-865,경기도 의정부시 금오동 473-3 신세계프라자 103호,"경기도 의정부시 청사로 37 (금오동,신세계프라자 103호)",11757,코코호도 금오점,2026-03-27 16:57:56,U,2026-03-29 02:40:00,제과점영업,206087.860061554,472116.57310828,제과점영업,0,0,기타,,상수도전용,0,0,0,0,0,,0,0,N,26.69,,,,
29,제과점영업,07_22_18_P,3220000,3220000-121-2026-00018,2026-03-06,,03,폐업,02,폐업,2026-03-26,,,,031 525 2166,,135-724,서울특별시 강남구 압구정동 429 현대백화점본점,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 식품행사장 (압구정동)",06001,(주)현대그린푸드 베즐리베이커리 압구정점(한시적),2026-03-27 04:15:10,U,2026-03-29 02:40:00,제과점영업,202358.505687227,447232.955697694,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,,
31,제과점영업,07_22_18_P,3010000,3010000-121-2026-00012,2026-03-09,,03,폐업,02,폐업,2026-03-26,,,,,3.30,100-747,서울특별시 중구 충무로1가 52-5 신세계백화점건물,"서울특별시 중구 소공로 63, 신세계백화점건물 지하1층 (충무로1가)",04530,몽슈슈 신세계백화점 본점,2026-03-27 04:15:09,U,2026-03-29 02:40:00,제과점영업,198263.90839194,450960.762964932,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,3.3,,,,
34,제과점영업,07_22_18_P,3210000,3210000-121-2026-00011,2026-03-23,,03,폐업,02,폐업,2026-03-26,,,,,,137-960,서울특별시 서초구 반포동 19-3 센트럴시티,"서울특별시 서초구 신반포로 176, 센트럴시티 지하1층 일부호 (반포동)",06546,주식회사 쥬노,2026-03-27 04:15:09,U,2026-03-29 02:40:00,제과점영업,200250.447804795,444683.220506107,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,,
36,제과점영업,07_22_18_P,3230000,3230000-121-2026-00029,2026-03-18,,03,폐업,02,폐업,2026-03-26,,,,,1.20,138-721,서울특별시 송파구 잠실동 40-1 롯데월드,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 팝업존 지하1층 (잠실동)",05554,해피 누디,2026-03-27 04:15:09,U,2026-03-29 02:40:00,제과점영업,208589.363343145,445455.90405262,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,1.2,,,,
37,제과점영업,07_22_18_P,3040000,3040000-121-2026-00011,2026-03-19,,03,폐업,02,폐업,2026-03-26,,,,,3.30,143-758,서울특별시 광진구 자양동 227-342 롯데백화점,"서울특별시 광진구 능동로 92, 건대스타시티점 지하1층 팝업 (자양동)",05065,농업회사법인 흥만소주식회사,2026-03-27 04:15:08,U,2026-03-29 02:40:00,제과점영업,206217.434726027,448506.218743834,제과점영업,0,0,,,,0,0,0,0,0,,0,0,N,3.3,,,,
40,제과점영업,07_22_18_P,4191000,4191000-121-2026-00008,2026-03-20,,01,영업/정상,01,영업,,,,,,72.90,,강원특별자치도 원주시 행구동 1851 효성 백년가약,"강원특별자치도 원주시 번재길 32, 1층 106호 (행구동, 효성 백년가약)",26454,카페오브르,2026-03-27 14:29:23,U,2026-03-29 02:40:00,제과점영업,286177.133671387,427391.272107374,제과점영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,72.9,,,,
