번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),법인구분명,구분명,
4,유료직업소개소,11_50_02_P,3820000,2026382042214500002,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,경기도 의정부시 의정부동 96-3,"경기도 의정부시 태평로 46, 202호 (의정부동)",11698,두리인력,2026-03-27 16:44:44,I,2026-03-29 00:20:01,,204446.600499134,470454.193795509,개인,유료,
9,유료직업소개소,11_50_02_P,3200000,2026320022414500004,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,서울특별시 관악구 봉천동 923-2 401호,"서울특별시 관악구 남부순환로 1751, 401호 (봉천동)",08757,한솔직업소개소,2026-03-27 17:23:34,I,2026-03-29 00:20:01,,195048.376713777,442241.290545297,개인,유료,
11,유료직업소개소,11_50_02_P,5600000,2026560022914500005,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,경기도 포천시 내촌면 소학리 337-5,경기도 포천시 내촌면 금강로2536번길 22-5,11188,빡빡이인력,2026-03-27 11:03:44,I,2026-03-29 00:20:01,,221409.293529057,477287.270277701,개인,유료,
12,유료직업소개소,11_50_02_P,4201000,2026420101814500002,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,강원특별자치도 강릉시 교동 162-118,"강원특별자치도 강릉시 강릉대로 209, 1층층 (교동)",25503,결실 유료직업소개소,2026-03-27 13:38:36,I,2026-03-29 00:20:01,,366790.980265587,474572.348499003,개인,유료,
14,유료직업소개소,11_50_02_P,3220000,2026322025014500013,2022-01-17,,01,영업/정상,20,영업중,,,,,,,,서울특별시 강남구 논현동 203,"서울특별시 강남구 봉은사로 129-1, 606호 (논현동)",06121,피플인사이트파트너스 주식회사,2026-03-27 09:14:08,I,2026-03-29 00:20:01,,202422.404397085,444877.223579374,법인,유료,
15,유료직업소개소,11_50_02_P,3220000,2013322016314500020,2013-03-18,,03,폐업,40,폐업,2026-03-24,,,,02  34537174,,,서울특별시 강남구 역삼동 832번지 7호 황화빌딩,"서울특별시 강남구 강남대로 320, 황화빌딩 1412호 (역삼동)",06252,(주)프라이머리에이치알,2026-03-27 11:01:19,U,2026-03-29 02:40:00,,202667.551184905,443299.218136257,법인,유료,
16,유료직업소개소,11_50_02_P,3820000,2019382025514500004,2019-04-03,,01,영업/정상,20,영업중,,,,,,,,경기도 의정부시 의정부동 600-4,"경기도 의정부시 경의로 42, 3층 302호 (의정부동)",11626,봄케어,2026-03-27 15:25:43,U,2026-03-29 02:40:00,,203461.629468296,470022.392425632,개인,유료,
17,유료직업소개소,11_50_02_P,3010000,2022301016514500005,2022-04-14,,01,영업/정상,20,영업중,,,,,02  776 5557,,,서울특별시 중구 명동1가 54-8 개양빌딩,"서울특별시 중구 명동3길 6, 개양빌딩 10층 (명동1가)",04534,주식회사 보배써치,2026-03-27 17:42:28,U,2026-03-29 02:40:00,,198490.512404745,451316.412077837,법인,유료,
18,유료직업소개소,11_50_02_P,3780000,2002378007611500023,2002-10-19,,01,영업/정상,20,영업중,,,,,031  7073205,,,경기도 성남시 분당구 야탑동 366-1 관보골든쇼핑스포츠빌딩,"경기도 성남시 분당구 성남대로916번길 5, 관보골든쇼핑스포츠빌딩 122호 (야탑동)",13506,가교파출직업넷,2026-03-27 14:15:02,U,2026-03-29 02:40:00,,211426.820391674,434400.525152819,개인,유료,
20,유료직업소개소,11_50_02_P,3200000,2026320022414500003,2025-04-04,,01,영업/정상,20,영업중,,,,,,,,서울특별시 관악구 신림동 1516-2 2층 11호,"서울특별시 관악구 신림로 107, 2층 11호 (신림동)",08813,아트인력,2026-03-27 19:59:31,U,2026-03-29 02:40:00,,194390.838261699,440930.551467844,개인,유료,
21,유료직업소개소,11_50_02_P,3210000,2026321019514500004,2025-01-06,,01,영업/정상,20,영업중,,,,,0269533497,,,서울특별시 강남구 역삼동 644-7,"서울특별시 강남구 테헤란로25길 15-5, 5층 (역삼동)",06131,주식회사 커넥티드456,2026-03-27 10:38:09,U,2026-03-29 02:40:00,,203009.55185988,444379.418010621,법인,유료,
